TechId,Total Jobs,Installs,ToolUsage,tNPS Rate,FTR%
7006,59,28,100,100,89.5
7022,78,30,100,90.9,94
7029,33,26,100,100,97
7034,41,35,100,100,100
7037,15,4,100,100,88.9
7044,71,25,100,100,94.5
7069,44,26,100,100,94.1
7072,77,38,100,100,97.1
7074,63,38,95.7,100,98.3
7079,59,28,100,100,93.5
7080,25,10,100,83.3,95.7
7093,24,10,100,100,78.9
Freedom Totals,589,298,99.5,97.7,94.5
