TechId,Total Jobs,Installs,ToolUsage,tNPS Rate,FTR%
6837,92,65,100,100,92.3
6840,101,24,98.7,85.7,91.8
6845,79,37,100,100,91.9
6855,60,38,0,100,100
6858,54,33,100,94.1,97.6
6869,62,30,94.1,100,94.6
6875,69,23,100,94.1,86.4
6886,130,105,100,100,94.7
6887,98,38,100,100,92.2
6898,49,12,100,0,91.3
6937,72,45,97.8,80,96.6
6946,106,57,100,100,89.6
6948,57,36,100,100,97.6
6984,117,48,100,92.3,96.8
7010,74,56,96.7,62.5,93.9
I00V,28,14,0,100,100
JComm Totals,1248,661,98.7,94,93.6
