TechId,Total Jobs,Installs,ToolUsage,tNPS Rate,FTR%
4713,106,42,100,100,91.9
4718,53,18,96.8,100,91.7
4734,73,17,100,100,84.9
4735,24,5,100,100,100
4762,6,4,0,100,100
4882,92,54,98.1,96.3,96.3
4888,69,43,100,88.2,98.4
Keystone Totals,423,183,99.2,96.2,93.6
