TechId,Total Jobs,Installs,ToolUsage,tNPS Rate,FTR%
4713,107,36,100,83.3,92.6
4718,102,46,100,76.5,93.4
4734,70,31,100,89.5,93.2
4735,76,10,100,86.7,91.3
4738,73,28,100,85.7,80.3
4882,71,50,100,100,95.5
4888,70,42,100,100,94.6
Keystone Totals,569,243,100,88.1,91.8
